,date,ixis,open,high,low,volume,ixis_cr
594,2024-05-08,14197.4599609375,14187.6796875,14261.400390625,14180.4296875,0,-0.01%
595,2024-05-09,14319.76953125,14224.0,14319.76953125,14195.580078125,0,0.86%
596,2024-05-10,14344.8798828125,14347.48046875,14391.580078125,14317.1201171875,0,0.18%
597,2024-05-13,14215.6298828125,14370.8701171875,14390.169921875,14208.76953125,0,-0.90%
598,2024-05-14,14198.51953125,14224.1103515625,14268.2099609375,14176.23046875,0,-0.12%
599,2024-05-15,14202.650390625,14200.400390625,14241.8203125,14166.01953125,0,0.03%
600,2024-05-16,14311.330078125,14280.3798828125,14345.83984375,14254.669921875,0,0.77%
601,2024-05-17,14443.5498046875,14390.080078125,14448.1201171875,14360.099609375,0,0.92%
602,2024-05-20,14278.9697265625,14442.2900390625,14443.5,14267.6396484375,0,-1.14%
603,2024-05-21,14349.080078125,14296.83984375,14394.849609375,14288.990234375,0,0.49%
604,2024-05-22,14350.23046875,14349.6103515625,14456.6396484375,14329.33984375,0,0.01%
605,2024-05-23,14133.990234375,14361.099609375,14364.66015625,14101.2802734375,0,-1.51%
606,2024-05-24,14265.349609375,14200.150390625,14266.240234375,14192.9296875,0,0.93%
607,2024-05-28,14099.6103515625,14230.23046875,14240.9404296875,14085.6201171875,0,-1.16%
608,2024-05-29,13984.2900390625,14068.4501953125,14068.5,13974.099609375,0,-0.82%
609,2024-05-30,14092.08984375,13973.990234375,14157.1201171875,13973.990234375,0,0.77%
610,2024-05-31,14182.0302734375,14110.9296875,14216.0595703125,14106.33984375,0,0.64%
611,2024-06-03,14086.7099609375,14174.0,14218.8701171875,14029.4296875,0,-0.67%
612,2024-06-04,13972.7001953125,14052.7099609375,14085.509765625,13914.51953125,0,-0.81%
613,2024-06-05,13893.7998046875,13987.3203125,14006.25,13831.599609375,0,-0.56%
614,2024-06-06,13917.349609375,13895.23046875,13948.7099609375,13839.3203125,0,0.17%
615,2024-06-07,13920.830078125,13928.0498046875,14050.26953125,13919.01953125,0,0.03%
616,2024-06-10,13907.6201171875,13862.4296875,13910.650390625,13799.349609375,0,-0.09%
617,2024-06-11,13770.6796875,13854.76953125,13854.76953125,13716.8603515625,0,-0.98%
618,2024-06-12,13767.1396484375,13840.599609375,13864.3701171875,13737.2001953125,0,-0.03%
619,2024-06-13,13698.419921875,13733.0400390625,13734.009765625,13589.26953125,0,-0.50%
620,2024-06-14,13554.75,13591.3896484375,13625.900390625,13524.75,0,-1.05%
621,2024-06-17,13751.5498046875,13551.6904296875,13769.9697265625,13542.490234375,0,1.45%
622,2024-06-18,13819.5703125,13760.650390625,13905.9697265625,13754.58984375,0,0.49%
623,2024-06-20,13980.1298828125,13817.2197265625,13989.419921875,13816.6396484375,0,1.16%
624,2024-06-21,13970.5,13996.0595703125,14000.580078125,13867.7197265625,0,-0.07%
625,2024-06-24,14104.650390625,13976.330078125,14145.080078125,13960.0498046875,0,0.96%
626,2024-06-25,14029.83984375,14090.400390625,14118.26953125,14006.9404296875,0,-0.53%
627,2024-06-26,13909.759765625,13972.740234375,13972.740234375,13789.51953125,0,-0.86%
628,2024-06-27,14027.75,13952.7900390625,14027.9599609375,13906.51953125,0,0.85%
629,2024-06-28,14026.3095703125,14040.48046875,14098.7802734375,13941.51953125,0,-0.01%
630,2024-07-01,14019.2197265625,14102.990234375,14155.3896484375,14006.740234375,0,-0.05%
631,2024-07-02,14072.1904296875,13985.8203125,14085.4501953125,13964.150390625,0,0.38%
632,2024-07-03,13923.4296875,14095.7197265625,14096.849609375,13921.3603515625,0,-1.06%
633,2024-07-05,13914.01953125,13914.599609375,13931.9697265625,13821.5,0,-0.07%
634,2024-07-08,13941.1201171875,13979.009765625,14054.009765625,13938.7099609375,0,0.19%
635,2024-07-09,13896.2802734375,13961.0302734375,14006.6103515625,13892.41015625,0,-0.32%
636,2024-07-10,13987.6904296875,13947.1298828125,13997.1201171875,13917.400390625,0,0.66%
637,2024-07-11,14188.6298828125,14032.169921875,14193.3896484375,14011.0400390625,0,1.44%
638,2024-07-12,14303.2802734375,14249.150390625,14375.1201171875,14239.330078125,0,0.81%
639,2024-07-15,14452.150390625,14332.6298828125,14532.7900390625,14332.16015625,0,1.04%
640,2024-07-16,14617.48046875,14490.8701171875,14643.6904296875,14489.7001953125,0,1.14%
641,2024-07-17,14749.1201171875,14657.830078125,14815.48046875,14657.830078125,0,0.90%
642,2024-07-18,14652.73046875,14692.73046875,14883.4599609375,14639.259765625,0,-0.65%
643,2024-07-19,14304.5,14645.8896484375,14645.8896484375,14284.6904296875,0,-2.38%
644,2024-07-22,14418.6201171875,14338.240234375,14444.8095703125,14306.26953125,0,0.80%
645,2024-07-23,14503.8701171875,14438.5302734375,14519.6298828125,14409.9296875,0,0.59%
646,2024-07-24,14404.4404296875,14534.099609375,14566.1904296875,14394.1396484375,0,-0.69%
647,2024-07-25,14560.0302734375,14501.58984375,14707.58984375,14483.8896484375,0,1.08%
648,2024-07-26,14926.3203125,14534.3603515625,14979.0400390625,14534.3603515625,0,2.52%
649,2024-07-29,14881.0302734375,14908.5302734375,14990.16015625,14864.2099609375,0,-0.30%
650,2024-07-30,15156.3095703125,14964.8603515625,15189.1298828125,14964.8603515625,0,1.85%
651,2024-07-31,15031.3203125,15200.349609375,15221.0400390625,15004.259765625,0,-0.82%
652,2024-08-01,14938.2099609375,15073.41015625,15105.669921875,14842.66015625,0,-0.62%
653,2024-08-02,14828.3798828125,14814.23046875,14901.8701171875,14614.0703125,0,-0.74%
654,2024-08-05,14455.9599609375,14679.7802734375,14681.4501953125,14327.5595703125,0,-2.51%
655,2024-08-06,14527.0498046875,14493.419921875,14657.599609375,14479.3798828125,0,0.49%
656,2024-08-07,14511.8095703125,14581.48046875,14700.1796875,14494.0498046875,0,-0.10%
657,2024-08-08,14663.41015625,14505.6201171875,14672.400390625,14503.98046875,0,1.04%
658,2024-08-09,14711.3603515625,14660.6796875,14712.08984375,14584.0302734375,0,0.33%
659,2024-08-12,14612.16015625,14709.6103515625,14756.48046875,14600.83984375,0,-0.67%
